1.000000000000000000e+00,9.333333333333333481e-01,9.555555555555556024e-01,1.000000000000000000e+00,8.800000000000001155e-01,8.444444444444444420e-01,9.238095238095238582e-01,9.000000000000000222e-01,9.037037037037036757e-01,8.466666666666666785e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.111111111111110938e-01,1.000000000000000000e+00,9.199999999999999289e-01,9.666666666666667851e-01,9.619047619047619291e-01,8.916666666666667185e-01,8.000000000000001554e-01,8.933333333333333126e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.833333333333333925e-01,9.199999999999999289e-01,9.777777777777778567e-01,9.238095238095238582e-01,9.166666666666667407e-01,9.407407407407407662e-01,8.466666666666664565e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.111111111111110938e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.666666666666666741e-01,9.238095238095239692e-01,9.250000000000001554e-01,9.407407407407407662e-01,9.200000000000001510e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.666666666666666963e-01,1.000000000000000000e+00,9.733333333333333837e-01,8.888888888888888395e-01,8.857142857142855652e-01,9.000000000000000222e-01,8.962962962962964797e-01,7.666666666666667185e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.111111111111110938e-01,9.833333333333333925e-01,9.466666666666666563e-01,9.666666666666666741e-01,8.571428571428570953e-01,8.916666666666667185e-01,9.185185185185186230e-01,8.533333333333332771e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.833333333333333925e-01,9.866666666666666918e-01,9.888888888888889284e-01,9.142857142857143682e-01,8.500000000000000888e-01,8.666666666666666963e-01,8.466666666666666785e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.444444444444444420e-01,9.833333333333333925e-01,9.866666666666666918e-01,9.888888888888889284e-01,9.047619047619048782e-01,8.583333333333333925e-01,8.592592592592593892e-01,8.600000000000000977e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.333333333333332371e-01,1.000000000000000000e+00,8.000000000000000444e-01,9.222222222222223875e-01,8.857142857142855652e-01,8.083333333333333481e-01,8.444444444444444420e-01,8.599999999999999867e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.777777777777778567e-01,1.000000000000000000e+00,9.733333333333333837e-01,7.888888888888888618e-01,9.238095238095238582e-01,7.833333333333333259e-01,8.814814814814815325e-01,7.666666666666666075e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.555555555555556024e-01,9.666666666666666741e-01,9.466666666666666563e-01,8.888888888888889506e-01,9.238095238095239692e-01,8.916666666666667185e-01,8.148148148148147696e-01,7.466666666666665897e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.733333333333333837e-01,8.888888888888888395e-01,8.952380952380952772e-01,9.750000000000000888e-01,9.037037037037036757e-01,6.133333333333333970e-01
1.000000000000000000e+00,9.333333333333333481e-01,9.777777777777778567e-01,1.000000000000000000e+00,8.933333333333333126e-01,9.555555555555556024e-01,9.142857142857143682e-01,9.000000000000000222e-01,8.518518518518517491e-01,7.600000000000000089e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.111111111111110938e-01,9.499999999999999556e-01,9.199999999999999289e-01,9.777777777777778567e-01,8.952380952380952772e-01,9.000000000000001332e-01,8.148148148148148806e-01,9.066666666666666208e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.333333333333332371e-01,9.833333333333333925e-01,9.733333333333333837e-01,9.666666666666667851e-01,9.142857142857143682e-01,9.250000000000000444e-01,8.518518518518518601e-01,9.199999999999999289e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.166666666666666297e-01,9.333333333333333481e-01,9.333333333333334592e-01,9.619047619047619291e-01,9.583333333333333703e-01,9.333333333333335702e-01,8.000000000000000444e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.555555555555556024e-01,9.500000000000000666e-01,9.866666666666666918e-01,9.666666666666667851e-01,9.428571428571428381e-01,9.083333333333334370e-01,9.037037037037036757e-01,8.733333333333332948e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.166666666666666297e-01,9.599999999999999645e-01,9.777777777777778567e-01,9.428571428571429491e-01,8.750000000000000000e-01,9.629629629629629095e-01,9.199999999999999289e-01
1.000000000000000000e+00,8.666666666666666963e-01,1.000000000000000000e+00,9.833333333333333925e-01,8.933333333333333126e-01,9.666666666666666741e-01,9.238095238095238582e-01,8.500000000000000888e-01,8.000000000000000444e-01,8.533333333333332771e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.333333333333333481e-01,9.444444444444445308e-01,9.428571428571428381e-01,9.250000000000000444e-01,8.740740740740741144e-01,8.933333333333333126e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.555555555555556024e-01,9.666666666666666741e-01,9.066666666666666208e-01,9.444444444444445308e-01,8.952380952380952772e-01,8.833333333333333037e-01,9.185185185185186230e-01,8.533333333333332771e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.777777777777778567e-01,9.333333333333333481e-01,9.733333333333333837e-01,9.555555555555556024e-01,8.380952380952381153e-01,8.916666666666667185e-01,9.333333333333333481e-01,9.600000000000001865e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.555555555555556024e-01,1.000000000000000000e+00,9.733333333333333837e-01,9.666666666666666741e-01,8.285714285714286254e-01,7.583333333333333037e-01,8.888888888888888395e-01,7.666666666666668295e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.777777777777778567e-01,9.666666666666666741e-01,9.466666666666666563e-01,9.444444444444445308e-01,8.857142857142857872e-01,8.166666666666667629e-01,8.962962962962962576e-01,9.000000000000000222e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.777777777777778567e-01,9.833333333333333925e-01,9.600000000000001865e-01,9.333333333333332371e-01,9.428571428571429491e-01,8.416666666666666741e-01,9.259259259259258190e-01,9.066666666666668428e-01
1.000000000000000000e+00,9.666666666666666741e-01,7.999999999999999334e-01,1.000000000000000000e+00,7.866666666666667362e-01,7.777777777777777901e-01,8.571428571428569843e-01,8.499999999999999778e-01,8.962962962962962576e-01,8.666666666666665853e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.777777777777778567e-01,9.499999999999999556e-01,9.333333333333333481e-01,9.555555555555556024e-01,8.857142857142857872e-01,9.000000000000000222e-01,9.851851851851852748e-01,9.333333333333333481e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.733333333333333837e-01,9.000000000000000222e-01,8.476190476190476053e-01,8.833333333333333037e-01,9.037037037037036757e-01,8.400000000000000799e-01
1.000000000000000000e+00,1.000000000000000000e+00,6.666666666666666297e-01,9.499999999999999556e-01,9.333333333333333481e-01,9.888888888888889284e-01,9.523809523809523281e-01,9.000000000000001332e-01,9.333333333333333481e-01,8.199999999999999512e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.777777777777778567e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.777777777777778567e-01,8.952380952380952772e-01,9.500000000000000666e-01,9.037037037037036757e-01,9.133333333333333304e-01
1.000000000000000000e+00,9.000000000000000222e-01,9.777777777777778567e-01,1.000000000000000000e+00,9.866666666666666918e-01,9.777777777777778567e-01,9.047619047619047672e-01,9.250000000000001554e-01,7.925925925925925153e-01,8.400000000000000799e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.888888888888888395e-01,9.833333333333333925e-01,1.000000000000000000e+00,8.888888888888888395e-01,8.761904761904760752e-01,8.999999999999999112e-01,8.888888888888888395e-01,8.333333333333333703e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.555555555555556024e-01,9.499999999999999556e-01,9.466666666666666563e-01,9.666666666666667851e-01,9.047619047619048782e-01,9.333333333333333481e-01,9.407407407407409883e-01,9.466666666666666563e-01
1.000000000000000000e+00,9.666666666666666741e-01,9.111111111111110938e-01,1.000000000000000000e+00,9.599999999999999645e-01,9.444444444444443088e-01,8.857142857142857872e-01,8.500000000000000888e-01,9.185185185185184009e-01,9.400000000000000577e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.666666666666666963e-01,1.000000000000000000e+00,9.866666666666666918e-01,9.222222222222223875e-01,9.142857142857143682e-01,9.000000000000001332e-01,9.111111111111109828e-01,8.133333333333332416e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.666666666666666741e-01,1.000000000000000000e+00,9.888888888888889284e-01,8.666666666666668073e-01,8.666666666666666963e-01,8.444444444444445530e-01,8.866666666666667140e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.444444444444444420e-01,9.666666666666666741e-01,9.866666666666666918e-01,9.666666666666667851e-01,6.190476190476189577e-01,9.083333333333334370e-01,9.481481481481481843e-01,8.866666666666667140e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.666666666666666963e-01,9.666666666666666741e-01,9.333333333333333481e-01,8.777777777777777679e-01,8.952380952380952772e-01,8.833333333333333037e-01,9.407407407407409883e-01,8.800000000000001155e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.888888888888888395e-01,9.666666666666666741e-01,8.000000000000000444e-01,9.777777777777778567e-01,9.428571428571428381e-01,8.833333333333333037e-01,9.481481481481481843e-01,9.066666666666666208e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.555555555555556024e-01,9.666666666666667851e-01,8.799999999999998934e-01,9.111111111111110938e-01,7.904761904761904434e-01,9.083333333333333259e-01,9.111111111111112049e-01,8.400000000000000799e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.333333333333332371e-01,9.499999999999999556e-01,9.733333333333333837e-01,9.666666666666667851e-01,8.952380952380952772e-01,8.666666666666666963e-01,8.074074074074073515e-01,8.000000000000000444e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.555555555555556024e-01,9.000000000000000222e-01,7.466666666666667007e-01,8.444444444444445530e-01,8.761904761904762973e-01,9.083333333333334370e-01,8.370370370370370239e-01,8.200000000000000622e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.333333333333332371e-01,9.833333333333333925e-01,9.733333333333333837e-01,9.777777777777778567e-01,9.428571428571429491e-01,8.750000000000000000e-01,9.407407407407407662e-01,8.933333333333333126e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.833333333333333925e-01,9.733333333333333837e-01,9.777777777777778567e-01,9.523809523809524391e-01,9.166666666666666297e-01,8.814814814814815325e-01,9.066666666666668428e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.555555555555556024e-01,1.000000000000000000e+00,9.333333333333333481e-01,9.111111111111110938e-01,8.952380952380953882e-01,8.416666666666665630e-01,9.037037037037038978e-01,8.533333333333332771e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.111111111111110938e-01,9.333333333333333481e-01,1.000000000000000000e+00,9.777777777777778567e-01,8.571428571428570953e-01,9.083333333333334370e-01,9.111111111111109828e-01,7.933333333333333348e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.555555555555556024e-01,1.000000000000000000e+00,9.333333333333333481e-01,9.333333333333332371e-01,8.857142857142857872e-01,8.583333333333332815e-01,8.962962962962962576e-01,8.066666666666666430e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.333333333333332371e-01,9.833333333333333925e-01,8.666666666666665853e-01,9.444444444444445308e-01,8.190476190476190244e-01,8.083333333333333481e-01,8.518518518518518601e-01,8.333333333333333703e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.111111111111110938e-01,9.666666666666666741e-01,9.466666666666666563e-01,9.111111111111110938e-01,9.428571428571429491e-01,9.250000000000000444e-01,9.185185185185184009e-01,8.000000000000000444e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.833333333333333925e-01,9.866666666666666918e-01,9.111111111111110938e-01,9.142857142857143682e-01,9.416666666666666519e-01,8.962962962962962576e-01,9.266666666666665275e-01
